comment_text,sentiment
khwabon ko jagah na mili ankho me waha pehle se he sehlaab tha this line hits differenty ,Positive
i think the only missing thing in my life is this mans voice ,Positive
the best movie of the decade abhishek sir was just awesome mr anurag basu has created a masterpiece ,Positive
kalye moviedekhege ,Neutral
what kahevat lal parivar exactly means aabad barbad ,Neutral
listening to this in 202228june 754am life is a blessing ,Positive
2021 bbaria ,Positive
lyrics is just wow 328 favorite line ,Positive
best song ,Positive
the legend arijit singh ,Positive
awesome ,Positive
good times good vibes ,Positive
arijit ,Positive
pure masterpiece ,Positive
shukriya shehzadi ,Positive
abhishek bachan my man ,Positive
theeee lyrics ya toh barbaad kar do ya toh barbaad kar do ya phir aabad kar do ya toh barbaad kar do ya phir aabad kar do woh ghalat tha ye sahi hai jhooth ye aaj keh do itna ehsaan kar do itna ehsaan kar do poore armaan kar do lab pe aakar jo ruke hai dhaai woh harf keh do meri saanson se judi hai teri har saans keh do mushkil aasaan kar do kar do mushkil asaan kar do ya to barbaad kar do ya phir abaad kar do ya toh barbaad kar do meetha sa yeh zeher main toh peeta rahunga tu khuda na sahi main toh sajde karunga hmm meetha sa yeh zehar main toh peeta rahunga tu khuda na sahi main toh sajde karunga tum jo shirin na huye kya humko farhaar kar do meri saanson se judi hai teri har saans keh do mushkil aasaan kar do ya toh barbaad kar do ya phir aabaad kar do ya toh barbaad kar do kar do… khaabon ko jagah na mili aankhon mein wahan pehle se sailaab tha nagmein banata phira saajon pe dil apna fakt mizrab tha hmm… khaabon ko jagah na mili aankhon mein wahan pehle se shailaab tha nagmein banata phira saajon pe dil apna fakt mizrab tha meri bejaan harsraton ko qaabiledaar kar do meri saanson se joodi hai teri har saans keh do itna ehsaan kar do kar do itna ehsaan kar do poore armaan kard do ya toh barbaad kar do ya phir abad kar do ,Positive
i come to listen this song just because this song is sing by the legend of india arjit singh ,Positive
2022 ,Neutral
masterpiece ,Positive
this is true legendary song ,Positive
ख्वाबो को जगा न मिलि ,Positive
my life circulates on this song ,Positive
arijit singh is legendary singer his voice is osam ,Positive
4 beautiful stories ,Positive
बर्बाद कर ही दिया ,Negative
ist hindi song that has ever mesmerized me just love it the movie is also good aditya rajkummar and pankaj are my favorites ,Positive
pritamarijit this combo is definitely made in heaven ,Positive
heart touching song ,Positive
how could i forget this one ,Positive
nonsense film ,Negative
i love this movie so much ,Positive
this song reminds me of those lockdown days ,Neutral
my ringtone for life ,Positive
is song ma jo 258 pa aaaaaaaaaaaaaa ha bara fazool ha ,Negative
shandaar movie ,Positive
बरबाद ही करदो यार ,Negative
wow1 ,Positive
the line of the song mitha sa ye zeher main pita rahunga is the marvellous one ,Positive
khawabo ko jagah n mili aankho m wha pehle se sailaab tha this line hits hard ,Positive
ya toh barbaad kardo ya toh barbaad kardo ya fir aabaad kardo ya toh barbaad kardo ya fir aabaad kardo wo galat tha ye sahi hai jhooth ye aaj kehdo itna ehsaan kardo itna ehsaan kardo poore armaan kardo lab pe aake jo ruke hai dhayi woh harf kehdo meri saanson se judi hai teri har saans kehdo mushkil asaan kardo mushkil asaan kardo ya toh barbaad kardo ya fir aabaad kardo ya toh barbaad kardo meetha sa ye zehar main toh peeta rahunga tu khuda na sahi main toh sajde karunga hmm meetha sa ye zehar main toh peeta rahunga tu khuda na sahi main toh sajde karunga tum jo siri na hue kya humko farhaar kardo meri saanson se judi hai teri har saans kehdo mushkil aasaan kardo ya toh barbaad kardo ya fir aabaad kardo ya toh barbaad kardo khwaabon ko jagah na mili aankho mein wahan pehle se hi shailaab tha nagmein banata fira saazon pe dil apna fakhat mizraab tha khwaabon ko jagah na mili aankho mein wahan pehle se shailaab tha nagmein banata fira saazon pe dil apna fakhat mizraab tha meri bejaan hasraton ko kaabiledaar kardo meri saanson se judi hai teri har saans kehdo itna ehsaan kardo itna ehsaan kardo poore armaan karddo ya toh barbaad kardo ya fir aabaad kardo ,Positive
arijitwhat a voice you havejust amazing to listenabsolutely wonderfulhuge hand of applause from bangladesh ,Positive
feel good song ,Positive
313 my favourite part starts from here ,Positive
in the last frame one box its red green yellow green one of those greens should be blue and that bugs me ,Neutral
this lyrics have my heart ,Positive
this is so annoying to see that this type of song has less than 100m views when other singer having more view ,Negative
abhishek bachchan is a legendary actor ,Positive
pritam is no1 top class music director in present time ,Positive
arijit singh gives goosebumps ,Positive
ख़्वाबों को जगह न मिली आँखों में वहाँ पहले से ही सैलाब था नग़मे बनाता फिरा साज़ों पे दिल अपना फ़क़त मिज़राब था take a bow sandeep srivastava for such profound and touching lyrics ,Positive
love this song ,Positive
khwaabon ko jagah na mili aakho me it will always giving me goosebumps ,Positive
just a masterpiece when it comes from arijit ,Positive
arjit what a deep heart touching voice ,Positive
missing my brother since i listened this song first time with him when he played i live abroad love u little bro ,Positive
i am leaving this comment for her i hope she will read this “ ya to barbad krdo ya phir abad krdo” ,Positive
stop making the youtube comment section look more like a calendar ,Negative
this song is a masterpiece yesterday i travelled from jharkhand to kolkata by car alone and i totally drived the car only by hiring this songloved this song a lot ,Positive
the production is just next level ,Positive
idk why this song hits so unique ,Positive
204 ,Neutral
emotional song ,Positive
this song so great and so like it ,Positive
its music is so hard but i dont know why this is underrated song ,Positive
arijit singh has a magical voice which can make someone fall in love with the same person a hundred times ,Positive
𝐉𝐮𝐬𝐭 𝐟𝐞𝐞𝐥 𝐭𝐡𝐢𝐬 𝐬𝐨𝐧𝐠 ,Positive
yeh inko har gaana mai khudaa ghusana ki padi rahti hai chahe hindu he ho lyricistamit shrivastava miss you gulshan kumar sir you are legend to thats why you are killed so that they can bring their chudaa in every song ,Negative
arijit has sung dis ultimate piece of song at his bst voice ,Positive
really underrated song ,Positive
i havent seen this movie ,Neutral
ayushi ,Neutral
love ,Positive
i didnt see the movie but rajkumar rao is the best ,Positive
they say love is unlimited and should be die heart love for partner i say if the dies then the partner is dead love should be the feelings u have for the one parted ranvijay crush candy ,Neutral
0145this is for pure heartsfor those who can relate this for those who have felt it and best of luck to all those who are living it ,Positive
master piece is master pieceit didnt requires to remember for anyone to listen after a year or ago ,Positive
327 ,Positive
2022 april 26 ,Neutral
each actor doing a great acting specially pankaj sir and rajkumar and abmakkahn directions ,Positive
this song lyrics and arijit voice best combo in love with this song ,Positive
hadddddd ,Positive
i hope one day you will watch this song my ,Positive
sorry rd muje esa nahi karna chahiye tha please ab to maf kardo please ,Neutral
abcd ,Neutral
akaimma ,Neutral
rula deti h ye gana ,Negative
very sad song ,Negative
i love this line 328 ,Positive
listening this song after a year ,Neutral
sneha name lovers ,Neutral
test 1234 ,Neutral
test 789 ,Neutral
test 123 ,Neutral
test ,Neutral
it is not a problem for me ,Neutral
i am smiling only ,Positive
i was always dancing when i heard this song ,Positive
sweet and salty song just like my crush whenever i see her i feel ya to barbaad kar do ya abaad kar do and every time she chooses abaad kardu when she is around me ,Positive
its notable that abhisekh bachchan picking up his path now ,Positive
itne kam views kiyo hai yaar guys ,Negative
329 ,Positive
thank you anurag sir achi movie banane k lye ,Positive
ya to aaabad kardo gjb mst line ,Positive
master piece song ,Positive
055 ,Neutral
55 ,Neutral
550 ,Neutral
after once time listening who felt to listen again and again ,Positive
brst song durning mood officer ,Positive
i love this song ,Positive
aditya looks like derek shepherd from greys anatomy ,Neutral
the power of music rests in its ability to reach inside and touch the places where the deepest cuts lie like a benevolent god a good song will never let you down ,Positive
the best ,Positive
nice song ,Positive
masterpiece ,Positive
anyone here in april 2022 ,Neutral
this is my last comment because i am going to die bye friends ,Neutral
arijit ,Positive
मीठा सा ये ज़हर में तो में पीता रहूँगा somewhile yogi to modi ji ,Neutral
pearle ,Neutral
nyc ,Positive
favourite ,Positive
3 ,Neutral
256 se shoro hota masterpiece ,Positive
masterpiece ,Positive
that song was masterpiece ,Positive
152 red flags ,Neutral
arijit man how yrr how can u always sing soo perfect ,Positive
my faruat song ,Positive
feels like a song dedicated to apple inc ,Neutral
love this song ,Positive
is gaane ko sune bina subha nahi hoti ,Positive
i love this ,Positive
what is the movie name ,Neutral
love you arijit sir ,Positive
respect everyone who were involved in this seriously the best piece that ive ever seen on youtube hats off to well … love your videos ,Positive
a real master piece of a song ,Positive
maine aapne gf ko forcely break up diya arijit ke song ka mazae ke leye ,Negative
absolutely gem everytime i listen to this song takes me to back in sweet memories ,Positive
such a masterpiece of anurag basureally love this movie from bangladesh ,Positive
khwabon ko jaga na mili ankhon mai vaha phly se hi selab tha ,Positive
the tune at 255 is like heart exploding ,Positive
i listen this song with my little girl and she loves it too we have great memories in this song ,Positive
nyc ,Positive
ludo movie kaisi hai batao koi bhai log ,Neutral
is duniya me aabad karne vale log bahut kam hai ziyadatar to muhabbat ke naam par barbad hi karte hai ,Neutral
sourav roy sir making next level edms in bollywood hats off ,Positive
arijit arijit arijit ,Positive
khabo ko jaga na mili ankho me waha pehle se hi selab tha is lain ne rula diya ,Positive
avhdhqgidsjfjhoeyaaaa ,Neutral
sattu character specially written in spare time hats off to writter ,Positive
tu khuda na sahi main to sajde karunga ,Positive
244 best part ,Positive
302 you realize that song is going on next level ,Positive
22222 ,Neutral
mithasa zeher mein toh peeta rahoonga ,Positive
next song hardum humdum arijit is on top ,Positive
whos watching this in 2022 ,Neutral
khabo ko jagah na mili akho me waha pehle se hi sehlab tha ,Positive
love it so much ,Positive
this song ,Positive
here after mj rkv journey part 2 oh god kya thaa yaarrr ,Positive
abhishek bachhans acting has improved sigificantly ,Positive
its so tough to find such beautiful songs in this era ,Positive
this song never gets old ,Positive
i spent whole 2021 listening this song and steel it is my favourite song ,Positive
this song cigarette in right hand her yaaad complete tearfull batch ,Positive
who suddenly remembered this song and came here to listen ,Neutral
february 232022 yokohama japan a nepalese is listening this indian masterpiece that’s it ,Positive
the living legend arijit singh sir ,Positive
krdi barbad ,Negative
ok ,Neutral
who suddenly remember this song and came here to listen this amazing song can someone like this comment plz ,Neutral
feeling good that good songs do exist and are created these days ,Positive
from 328 its on a different level ,Positive
015 ,Neutral
255 to 308 heart touching music ,Positive
masterpiece ,Positive
this is sooooooo goooooddd ,Positive
so… after hearing it so many times here and there now finally i know that this is from ludo 2020 i had no idea at all… it’s a beautiful song and lovely movie indeed ,Positive
the way these 4 different stories are put altogether in this single song is seriously awesome loved the lyrics so the stories ,Positive
329 ,Positive
i have 3 words to say to this song incredible lovely lengendary love it and like ,Positive
i am not best life but i am rich i am alone ,Neutral
mushkile asaan krdo line touch my ,Positive
i like this song ,Positive
sweetest ,Positive
kotha gulo sunte kharap laghleu etai vastav ,Neutral
this song refresh the mood ,Positive
pp pop ,Neutral
iss movie k end me abhishekh apni khud ki bachhi ko left right change hoke zabardasti dekhta just for ek jhalak made me cry like hell yaar gaana toh dil basta but wo scene toh yaar omg ,Positive
hearing it for nth time same vibe ,Positive
one of a fine piece of music and movie ,Positive
its truly gem ,Positive
054 ,Neutral
todayi have seen everyone in comment box are talking about the castssong etc but no one saying about our arijit singh it really hurts me a lot ,Negative
†† ,Neutral
feeling good that good songs do exist and are created these days ,Positive
my morning alaram ,Positive
abhishek bachhan ke sath bahut bura huaa movie mesuch a ad for bunty usako bhi last me shai dikhana chahiye tha ,Neutral
is this only a clip or its a movie if movie plz tell the movie name ,Neutral
i watch this song everyday ,Positive
this movie and good newzz were the only commercial bollywood films i liked in the past five years ,Positive
full of loaded with feelings ,Positive
im a daily lessoner of this song ,Positive
movie name ya just song h ,Neutral
we really miss you yaar ,Positive
love this song ,Positive
arijit the diamond ,Positive
song aabaad barbaad movie ludo singer arijit singh lyrics sandeep shrivastava music pritam producer bhushan kumar divya khosla kumar krishan kumar anurag basu director anurag basu banner tseries films music on tseries 2020 super cassettes industries private limited ,Neutral
song aabaad barbaad movie ludo singer arijit singh lyrics sandeep srivastava music pritam producer bhushan kumar divya khosla kumar krishan kumar anurag basu director anurag basu banner tseries films music on tseries 2020 super cassettes industries private limited ,Neutral
khwabo ko jagah mili na aankho meiwahan pehle se hi sailab thasuch beautiful lyrics and such soothing voice listening on repeat ,Positive
such a beautiful song ,Positive
rajkumar sir u’re far better than salman khan sir respect love from nepal ,Positive
whole song is lovely but in 329 i felt it ,Positive
i love you all ,Positive
good song nice lines love you all ,Positive
hmm meri vali ne serious le liya usne mujhe barbaad kar diya ,Negative
what a song nasha hai ,Positive
child remember the word begins from c ,Neutral
damn good master piece of all timme remember my comment ,Positive
love this song ,Positive
053 ,Neutral
aise gaane ittni asani se nahi bante ,Positive
its quiet like de dana dan or bhagam bhag ,Positive
love from karnataka superb song new year 2022 i love it ,Positive
mb ,Neutral
rajkumar selflessness just nailed it ,Positive
who suddenly remember this song and came here to listen ,Neutral
all the four stories are about second chances one about a father who just wants to spend time with his daughter another is about a idiotic fool who is still in love with his childhood friend and who cannot accept to move on in life third is about two broke teens who are completely under the paws of the cruel city which only respects those who have money last but not the least 4th is about 2 friends who gave up love for money or either career but little did they know that the love they had for each other did not give up on them life does give second chances and uskee aaabaad hoone see pehlee barbaad hoona bahut zarurii hai ,Positive
055 awesome scene i liked it ,Positive
ek like us maa ki lambi umar ke liye jis ne aapko janam diya ,Positive
sorry drugs i am already addicted to arijit singh voice ,Positive
arijit singh ,Positive
this is edm ,Positive
ludo op ,Positive
legend coming 2222 ,Neutral
beautiful song… ,Positive
arijit jaisa koi nehilots of love from bangladesh ,Positive
abhishek is so underrated ,Positive
masterpiece ,Positive
this guy was best character in this movie 243 ,Positive
superb song ,Positive
may be we shall not together in life but we shall be together in another life just trust on god and wait ,Positive
today i watched this awesome movie it was totally a great combination of romance love comedy fear and fair loved it ,Positive
2022 ,Neutral
cant over this song and the movie ludo itself ,Positive
i cant believe this song passes 1 year ,Neutral
sometime in the future i am definitely coming back to this masterpiece enjoying every bit of it ,Positive
arijit singh is the only singer who doesnot loss his originatity ,Positive
ya toh barbaad kar do ya toh barbaad kar do ya phir aabad kar do ya toh barbaad kar do ya phir aabad kar do woh ghalat tha ye sahi hai jhooth ye aaj keh do itna ehsaan kar do itna ehsaan kar do poore armaan kar do lab pe aakar jo ruke hai dhaai woh harf keh do meri saanson se judi hai teri har saans keh do mushkil aasaan kar do kar do mushkil asaan kar do ya to barbaad kar do ya phir abaad kar do ya toh barbaad kar do meetha sa yeh zeher main toh peeta rahunga tu khuda na sahi main toh sajde karunga hmm meetha sa yeh zehar main toh peeta rahunga tu khuda na sahi main toh sajde karunga tum jo shirin na huye kya humko farhaar kar do meri saanson se judi hai teri har saans keh do mushkil aasaan kar do ya toh barbaad kar do ya phir aabaad kar do ya toh barbaad kar do kar do… khaabon ko jagah na mili aankhon mein wahan pehle se sailaab tha nagmein banata phira saajon pe dil apna fakt mizrab tha hmm… khaabon ko jagah na mili aankhon mein wahan pehle se shailaab tha nagmein banata phira saajon pe dil apna fakt mizrab tha meri bejaan harsraton ko qaabiledaar kar do meri saanson se joodi hai teri har saans keh do itna ehsaan kar do kar do itna ehsaan kar do poore armaan kard do ya toh barbaad kar do ya phir abad kar do ,Positive
one of my favorite song reminding after a year ,Positive
happy new year ,Positive
best creation of 2021 in bollywood ,Positive
i love u sanya ,Positive
sherlock grewal on duty ,Neutral
4fri mon for sewa baki shooting ,Neutral
take their working days ,Neutral
328 ,Positive
muskil asan kardoo ,Positive
koi to aabaad ya barbaad kar do itna ehsaan kar do ,Positive
wo arijit ,Positive
khwaabon ko jagah ba mili aankhon me this para is just amazing feeling amazing song super lyrics music and the singer and yes the actors brought life to the video truly a masterpiece ,Positive
itna ahsaan kardo armaan poore karne kw mauka dedo yaa to abaad kardo ya toh barbaad kardo lab pe aakar jo ruki hai ankahee baaton ko lafz dedo itna ahsaan kardo lamhon ko khwaaab debo ,Positive
hii ,Neutral
wow so swt lyrics love every word of it hats off sandip shrivastv pritam da n osm arijit singh ,Positive
tu khuda naa toh sahi mai sajde karunga ,Positive
gkguut ,Neutral
my favourite song ,Positive
ya to barbad kardo ya to aabad kardo wtf is we can be good friend ,Negative
gurudev there is magic in your tune ,Positive
one of the most memorable song in my life ,Positive
wahan pahele se hi sailab thaa ,Positive
meetha sa ye zeher main to peeta rahunga tu khuda na sahi main to sajde karunga love these lines ,Positive
uff adiii ,Positive
i cant wait for 10 more years to pass to read how nostalgic people maybe now teens then adults will feel about this song ,Positive
aajao sab milke ek bar fir aabad barbad in arjit voice ,Positive
heart touch song i ma big fan of arijit singhsir ,Positive
nice song ,Positive
students to cbsemuskil aasan kr do ya to barbaad kr do wo galat tha ye sahi h jhoot ye aj sach kr do ,Neutral
most underrated movi ,Positive
arijit sir your voice ,Positive
2021 ki best song ,Positive
koi to kr do brbad ,Negative
i hope someday we both again listen this song together ,Positive
any one in 2021 ,Neutral
wow what a song amazing amazing ,Positive
my fav ,Positive
i love this song ,Positive
after one year it will come ,Neutral
1 ,Neutral
1 ,Neutral
1 ,Neutral
this film was a delight during lockdown ,Positive
listen this song at 15x thanks me later ,Neutral
355 ,Neutral
sabse bada accha aur talented singer vohi hi hai jin hone bollywood industry ko dhoom macha diya inhone apna debut 2009 mein ik film ki baneeye hue thi jiska nama hai phir mohabbat osme voh hi gayak the aur ab bhi log inke bahut fan inke gaano se jo hai shayad from loove aaj kal 2020 kabhi jo badal barse aade a neha kakkar b vishal dadlani c pritam chakraborty d arijit singh whoever gave write answer will win rs 1000 ,Neutral
dear person whos reading thiswe may not know each other but i wish you all the best in your life stop blaming yourselfaccept things and go forward your smile is precious all keys of happiness is in your hands so open it up ,Positive
my mind was searching this song for a few days but can’t remembered and now have to say magically i find it ,Positive
khwabon ko jagah na mili aankhon mein waha pehle se hi shailaab tha nagmein banata fira saazon pe dil apna fakhat mizraab tharelated lines ,Positive
awesome song itne baar sunne pe bhi purana nehi hota ,Positive
i just love this song ,Positive
ehsaan krke hume barbaad krgai ,Negative
i l o v e t h i s s o n g ,Positive
arijit singh my favourite singer a aayat b binte dil c channa mereya d desh mere e enna sona f first class g gerua h hawayein i ishq mubarak j jaan nisar k khaamoshiyaan l lal ishq m muskurane n naina o o sathi p pal pal dil k pass q qaafirana r roke na ruke naina s shayad t tum hi ho u uska hu uska hi bnana v ve mahi w wafa ne wafai y yaad hai na z zalima ,Positive
good song ,Positive
khawabo ko jagah na mili ankho mein vaha pahle se hi sailab tha ,Positive
i think this is the most loveliest song of the year 2020 agree ,Positive
who else love to watch abhisekh and the little girl acting in ludo movie ,Positive
arijit is awesome ,Positive
this song hits different ,Positive
who is listening this song after the watching movie ,Neutral
man krta h sunte hi rhe song ,Positive
nothing understand this song ,Neutral
my mom passed away in lockdown due to corona and i am alone with arjits songs ,Positive
when u r happy u enjoy the musicwhen u r sad u understand the lyrics ,Positive
the only good thing in t series play list ,Positive
aladai level to ,Positive
i cant understand this song mean ,Neutral
bachelors best song ,Positive
another masterpiece from arijit singh what a relaxing song big fan of arijit singh ,Positive
arijit singh voice ,Positive
from 329 trip beginsssufff such feels ,Positive
congrats 200m complete ,Positive
arijit ,Positive
most underrated song in bollywood ,Positive
ludo is a masterpiece ,Positive
i love you arijit sir ,Positive
heart touching ,Positive
kash ye song emraan hashmi ke kisi movie ka hota the level could be at another level of this one ,Positive
awesome song when i listen i member something ,Positive
pritam ×arijit combo is bestest comboo bollywood music industry no 1 ,Positive
this song is literally a memory which we have done in our life sweet memories ,Positive
im from the philipines and i really love it it so sweet and slowed like a love story for my opinion ,Positive
এক কথায় মাস্টারপিস ,Positive
soulful ,Positive
i hear this song everyday even after 1 year by release ,Positive
nban ,Neutral
goosebumps alert from 329 to 420 ,Positive
urdu lyrics arijit singh magic ,Positive
maturity when u realize abhishek is better actor than varun dhawan ranbir kapoor arjun kapoor ,Positive
masterpiece ,Positive
i listened this masterpiece more than 100 times but still i came here to listen ,Positive
love this song ,Positive
barbaad to nahi hua hu abaad zarur hua hu magar tu nahi hai to abaad hone ki khushi bhi nahi haikaash waqt ek baar mila deta ,Positive
красивая песня ,Positive
when i proposed her for the first time and she didnt say anything i knew it was a no i was listening to this song and stopped listening to this song when got together in a relationship now when she deserted i am back to listening to this song once again i remember once i asked her if she can guess what song i have been listening on loop since past 3 days all the time and she asked me shes been listening to a song past 3 days too then she took out her phone and then opened the spotify we both did actually at the same time and guess what this was this song aabaad barbaad but the sad part she was listening this song for someone else and i was listening for her ,Positive
love this song ,Positive
the legend arjit singh ,Positive
awesome song ,Positive
feel hai boss ,Positive
arijit magic ,Positive
kaha ,Neutral
is anybody else listening to this song after arijit concert from abu dhabi ,Neutral
muskhil asaan kar do ,Positive
sanya malhotra is a world class actress ,Positive
arijit singh is an emotion ,Positive
heart touching line 145 ,Positive
wow i can also sing like beautiful song arijit ,Positive
ill come after 3 year i m leaving this comment for my friends ,Neutral
khwabon ko jagah na mili aakhon main waha pehle se hi sailab tha nazme baithata fira saazon main dil apna fakht mizraab tha such beautiful line ,Positive
who thought that this movie deserves in theatre ,Neutral
salman hear this songs after katrina marriage ,Neutral
beautiful song ,Positive
258 308 music induces nostalgia reminds travelling at nights ,Positive
ek like apni maa ki lambi umar ke dedo ,Positive
arijit pritam sir song of the year ,Positive
what a loveable song ,Positive
wow sounds good ,Positive
love you arijit ,Positive
ya to barbaad kardo ya fir aabaad kardo ,Positive
masterpiece goddddd ,Positive
sjfla ,Neutral
im still single but waiting for that person who can make my life like this song ,Positive
it is one of the best song of arijit singh as what i feel ,Positive
a unique movie deserved to release in theaters ,Positive
33 ,Neutral
sanya malhotra ,Neutral
desh ke bachcho ka bhavish barbad karne me bollywood ke is type ka songs ka sabse bada yogdan he ,Negative
rock what happened to the passport issue were you able to go to india ,Neutral
meri mummy ko corrona ho gya hai please pray for them to get well soon ,Neutral
i am so much addicted to this ,Positive
aur chahiye yese song ,Positive
hum tum ,Neutral
real nice ,Positive
nice song ,Positive
330 my fav part of song ,Positive
0145 ,Neutral
khuabo ko jaga na mili ankho main waha pehly se hee selaab tha ,Positive
khwab dream sailaab flood naghma sur singing on the rhythm of music saaz music faqat only mizraab tool that is being used for beating drum or santoor or anything that creates musical sound be jaan useless hasrat desire qabiledaad praiseworthy i think in this song word mizraab was used to define the situation of the character which was played by raj kumar rao because his love just used him to fullfill her wishes just like drumstick which is being used for creating the musical sound director has blown my mind by putting this kind of meaningful depth in the movie and specially in this song just mind blowing wooooooow ,Positive
i am leaving a comment in hope that whenever someone like it i will be reminded of this masterpiece ,Positive
aditya roy kapoorarijit singhsuper hit song ,Positive
pure armaan kar do ya to barbaad kar do ,Positive
cool ,Positive
listen this song in an omelette bread maker shop ,Neutral
before one year i send this song to my gfbanne wali thi then she said thik hain tumhee dhere dhere barbad kar dungi now i can feel it ,Positive
meri mummy ko corrona ho gya hai please pray for them to get well soon ,Neutral
जो इंसान प्यार की कीमत जानता होगाजो सच्चे प्यार को समझता होगाजो पूरे दिल से प्यार को निभाना जानता होगामुझे नही लगताऐसे इंसान को कभी नेकदिल इंसान का साथ मिल पाता होगावो इंसान हमेशा ऐसे इंसान की तलाश मे【तड़पता】तरसता रहता होगाख्वाहिशें बस ख्वाहिशें ही बन कर रह जाती है ,Positive
no words for this song yrr ,Positive
330 my fav part ,Positive
this song represents the true feeling of a one sided lover just listen the lyrics मिठा सा जहर ,Positive
this song is so awsome such a good and refreshing music by pritam with deep lyrics ,Positive
arijit is terrific but for non hindi listeners every word is not crystal clear it required a rafi shaeb or kishore da ,Neutral
video not vldeo ,Neutral
lyrics ,Positive
i always listen to this twice ,Positive
this is song change my life ,Positive
fav always arjit is love ,Positive
wow ,Positive
some masterpiece are not judge on their views and this song is that masterpiece ♡ ,Positive
listening this song from college hostel its 0010 ,Neutral
arijitsingh ,Positive
alltimefav ,Positive
pankaj tripathi is one of the most comedian actor ,Positive
मैंने बहुत से दोस्तों को देखा है उनका सभी का दिल कभी न कभी टूटा हैलेकिन मुझे लगता है लडकियों का भी दिल टूटता हैमुझे लगता है एक नेकदिल सच्चे इंसान को झूठा मतलबी गलत इंसान मिल जाता है kabhi kisi ko v hurt nahi krna chahiye ,Positive
nice ,Positive
मीठा सा ये जेहर मैं तो पीता रहूंगा। तू खुदा न सही मैं तो सजदे करूंगा। ,Positive
such lovely song ,Positive
just think you are on a roadtrip with your buddies on a car emjoying the fresh air with this song ,Positive
only arijit singh ,Positive
awesome song ,Positive
heart touching ,Positive
who else suddenly remembered this song and came here to listen ,Neutral
nice one ,Positive
sirf 2 option hi hai ya to aabaad kar do ya barbaadaur dono option ek hi insaan ke upar hai ,Positive
khawabo ko jagah na milli aakho mewaha pehle se bhi sailab tha ,Positive
this music is very hard and smooth ,Positive
song sun ke yaad aati hai wo ,Positive
who is listening in october 2021 ,Neutral
yaa to barbaad kardothis line ,Positive
arijit pritam love u arijit da ,Positive
listening this while playing ludo ,Neutral
dil apna fakat mizrab tha so deep lines ,Positive
shardhha is best with your ,Neutral
arjit ,Positive
ztv ,Neutral
xxxx song ,Neutral
yaar emotional kar diya galat baat hai ,Negative
any watching this in october 2021 ,Neutral
love you too ,Positive
bhopal ,Neutral
video bht fazool hai lekin song acha hai pta kahan se aisay fazool subjects or directors aate nihayat fazool video ,Negative
kya sahi lyrics likhe hai yr 327 pe ,Positive
pritam my favorite music director always ,Positive
i dint want to hear this song as i thought i assumed it will be gross once i started to listen i m listening repeatedly ,Positive
dear students please focus on studys ,Neutral
arijit bhaiyaa i love you too much ,Positive
only legend this song is caller tune ,Positive
this song just summarizes my life ,Positive
048 ,Neutral
the song loses its charm as it goes towards the end as for the lack of uniqueness n variation ,Negative
i came here after listening to khudgharz official ,Neutral
5toofoo ,Neutral
eew ,Negative
leaving this comment here so that everytime someone likes or reply on iti would come back and listen this one ,Positive
peshojan miss you so much remember me in your prayings please please be happy ,Positive
heart touching lyrics amazing song legendry arijit singhs voice ,Positive
melody ,Positive
its my caller ringtone since this song came out ,Positive
when two legends comes together arijit singh pritam this masterpiece is born ,Positive
5 minutes of heaven ,Positive
roses are red violet are blue i like scoopy poo ,Neutral
ladka barbad ho jata hai agar love true ho aur ladki cheats karke chali jaye toh ,Neutral
kbc mein jab wo apne father ko answer ek match ke topic pe bata nahin paa raha tha to bilkul mere jaisa haal tha ,Neutral
uske character ka uski movie mein sachmuch ek special matlab hota hai ,Positive
abhishek bachchan jitna best actor koi nahin bhale hi kam movie karta ho ,Positive
i dont know whether i believe in love or not sometimes i am a romantic while sometimes i dont care about relationships ,Neutral
ham abhi abhi mingal huwe hai bada maza aata hai ,Positive
hum toa already barbaad hochukay hai ,Negative
came back so many times dont know how many ,Positive
koi movie link de do ,Neutral
304 pearly ,Neutral
roj ki khana aurbarijit ki gana ,Positive
some people come here to listen arijit and some to watch intimate scenes ,Neutral
really well written song after a long time ,Positive
such a soothing song ,Positive
l ,Neutral
avishek baccchan does acting better thanmost of the actors in bollywood ,Positive
rajkumar raos charecter and this song hits different ,Positive
there is only hope in todays music that is arijit ,Positive
this song is a gem ,Positive
rajkumar rao bhai itni natural acting kaise ker lete hai aap matlab itni natural ,Positive
missing someone after listening to this master piece ,Positive
fav ,Positive
came here to leave a comment cause i belong to this generation of music ,Positive
एन्जॉय this song ,Positive
this is such a tune and some great lyrics too rock on ,Positive
love this song ,Positive
student to teacherya to fail kardo ya to pass kardo ye galat tha wo sahi hai do char number extra de do ,Neutral
whenever people from previous generations tell you that now bollywood doesnt make good music make them listen to this masterpiece this will keep their hopes alive ,Positive
headphonesfull soundheavy rainmidnightthis song best combo ,Positive
great but i liked lo aise hua pyaar a bit more and this song is not even released ,Positive
usually games have a single winner ludo is such a cruel game it only has one looserjo ghar nahi pohoch paata ,Neutral
wow sonice ,Positive
i love this song and love from ,Positive
heart touching song ,Positive
sweet voice of arijit singh ,Positive
0328 ,Positive
328 ,Positive
328 khawbo ko jgh na mili aakhon me waha pehle se hi sailaab tha i felt it ,Positive
yes ,Positive
no one can match arijit singh ,Positive
mujhe ye song sunkr mumbai yd ata h ,Positive
